X,Y,Z,Hour,TempC
0.0,0.0,0.0,0,21.642184637341902
0.0,57.142857142857146,0.0,0,20.417904677283286
0.0,114.28571428571429,0.0,0,22.585695137430413
0.0,171.42857142857144,0.0,0,22.033653819430544
0.0,228.57142857142858,0.0,0,21.035639200313373
0.0,285.7142857142857,0.0,0,22.527703463387688
0.0,342.8571428571429,0.0,0,22.576395369695593
0.0,400.0,0.0,0,22.986813291047653
44.44444444444444,0.0,0.0,0,18.10123379852608
44.44444444444444,57.142857142857146,0.0,0,19.505673133586228
44.44444444444444,114.28571428571429,0.0,0,19.321895304916545
44.44444444444444,171.42857142857144,0.0,0,19.372798849511028
44.44444444444444,228.57142857142858,0.0,0,19.20008550045188
44.44444444444444,285.7142857142857,0.0,0,19.969772225347743
44.44444444444444,342.8571428571429,0.0,0,20.889680006376796
44.44444444444444,400.0,0.0,0,20.752078010443167
88.88888888888889,0.0,0.0,0,16.362786869183736
88.88888888888889,57.142857142857146,0.0,0,15.810195527548972
88.88888888888889,114.28571428571429,0.0,0,17.399530719342287
88.88888888888889,171.42857142857144,0.0,0,17.007057214697596
88.88888888888889,228.57142857142858,0.0,0,17.3140544507401
88.88888888888889,285.7142857142857,0.0,0,17.73781492460256
88.88888888888889,342.8571428571429,0.0,0,17.929570151682693
88.88888888888889,400.0,0.0,0,18.008037577869803
133.33333333333331,0.0,0.0,0,14.344832184755298
133.33333333333331,57.142857142857146,0.0,0,14.893434272032332
133.33333333333331,114.28571428571429,0.0,0,15.21782649766969
133.33333333333331,171.42857142857144,0.0,0,15.352194013010804
133.33333333333331,228.57142857142858,0.0,0,15.695619902774423
133.33333333333331,285.7142857142857,0.0,0,16.492724444601528
133.33333333333331,342.8571428571429,0.0,0,16.867797010510298
133.33333333333331,400.0,0.0,0,16.601663274732406
177.77777777777777,0.0,0.0,0,13.485590054695777
177.77777777777777,57.142857142857146,0.0,0,14.24232648141418
177.77777777777777,114.28571428571429,0.0,0,13.998742078321708
177.77777777777777,171.42857142857144,0.0,0,14.605622843948055
177.77777777777777,228.57142857142858,0.0,0,15.830098139643914
177.77777777777777,285.7142857142857,0.0,0,15.243050243297754
177.77777777777777,342.8571428571429,0.0,0,15.497122445396096
177.77777777777777,400.0,0.0,0,15.195535241636376
222.22222222222223,0.0,0.0,0,13.703542121814639
222.22222222222223,57.142857142857146,0.0,0,14.061591306203752
222.22222222222223,114.28571428571429,0.0,0,14.025233726097115
222.22222222222223,171.42857142857144,0.0,0,13.782641212890224
222.22222222222223,228.57142857142858,0.0,0,14.994125820413363
222.22222222222223,285.7142857142857,0.0,0,15.211588618420741
222.22222222222223,342.8571428571429,0.0,0,15.52680816141749
222.22222222222223,400.0,0.0,0,15.792445557786133
266.66666666666663,0.0,0.0,0,13.491035305651774
266.66666666666663,57.142857142857146,0.0,0,13.85551027135399
266.66666666666663,114.28571428571429,0.0,0,14.323870336486753
266.66666666666663,171.42857142857144,0.0,0,14.394102991618103
266.66666666666663,228.57142857142858,0.0,0,14.442023388844142
266.66666666666663,285.7142857142857,0.0,0,14.25214951221706
266.66666666666663,342.8571428571429,0.0,0,15.77142660111265
266.66666666666663,400.0,0.0,0,15.551557170976293
311.1111111111111,0.0,0.0,0,14.0425411911062
311.1111111111111,57.142857142857146,0.0,0,13.96109640052304
311.1111111111111,114.28571428571429,0.0,0,13.640102704383061
311.1111111111111,171.42857142857144,0.0,0,14.71188972336038
311.1111111111111,228.57142857142858,0.0,0,14.580062989115651
311.1111111111111,285.7142857142857,0.0,0,14.450745138605694
311.1111111111111,342.8571428571429,0.0,0,15.561356624715884
311.1111111111111,400.0,0.0,0,16.10684383534288
355.55555555555554,0.0,0.0,0,13.285030386080063
355.55555555555554,57.142857142857146,0.0,0,14.107610332384347
355.55555555555554,114.28571428571429,0.0,0,14.837003770871082
355.55555555555554,171.42857142857144,0.0,0,14.241777834867012
355.55555555555554,228.57142857142858,0.0,0,14.525617249708569
355.55555555555554,285.7142857142857,0.0,0,15.00889872436462
355.55555555555554,342.8571428571429,0.0,0,16.110655597794192
355.55555555555554,400.0,0.0,0,15.030426030378605
400.0,0.0,0.0,0,13.435464303707377
400.0,57.142857142857146,0.0,0,13.434270678227739
400.0,114.28571428571429,0.0,0,14.243485241228687
400.0,171.42857142857144,0.0,0,14.86617364935915
400.0,228.57142857142858,0.0,0,14.842687360733258
400.0,285.7142857142857,0.0,0,14.346421295513874
400.0,342.8571428571429,0.0,0,15.349486181162089
400.0,400.0,0.0,0,15.413988012743781
0.0,0.0,0.0,1,28.136742653194936
0.0,57.142857142857146,0.0,1,28.323086094009632
0.0,114.28571428571429,0.0,1,28.70362500062363
0.0,171.42857142857144,0.0,1,28.028925934837446
0.0,228.57142857142858,0.0,1,29.91435440210378
0.0,285.7142857142857,0.0,1,29.970337119757403
0.0,342.8571428571429,0.0,1,29.758327327473424
0.0,400.0,0.0,1,30.149575085883882
44.44444444444444,0.0,0.0,1,26.29788275043324
44.44444444444444,57.142857142857146,0.0,1,27.14786975623405
44.44444444444444,114.28571428571429,0.0,1,27.292978449365144
44.44444444444444,171.42857142857144,0.0,1,27.63110524204153
44.44444444444444,228.57142857142858,0.0,1,27.656171968030854
44.44444444444444,285.7142857142857,0.0,1,27.7272578525563
44.44444444444444,342.8571428571429,0.0,1,28.178580385413127
44.44444444444444,400.0,0.0,1,29.19396803734882
88.88888888888889,0.0,0.0,1,23.653631520123035
88.88888888888889,57.142857142857146,0.0,1,23.948016053799904
88.88888888888889,114.28571428571429,0.0,1,23.95779115994519
88.88888888888889,171.42857142857144,0.0,1,24.062633603775964
88.88888888888889,228.57142857142858,0.0,1,24.23248858250809
88.88888888888889,285.7142857142857,0.0,1,25.311547975644373
88.88888888888889,342.8571428571429,0.0,1,25.00033273431368
88.88888888888889,400.0,0.0,1,25.72994855036898
133.33333333333331,0.0,0.0,1,21.617399407571398
133.33333333333331,57.142857142857146,0.0,1,20.18554006991528
133.33333333333331,114.28571428571429,0.0,1,21.082603139235108
133.33333333333331,171.42857142857144,0.0,1,21.50164370151522
133.33333333333331,228.57142857142858,0.0,1,23.267080359468387
133.33333333333331,285.7142857142857,0.0,1,22.239521335037487
133.33333333333331,342.8571428571429,0.0,1,22.376230151202282
133.33333333333331,400.0,0.0,1,22.41060770516467
177.77777777777777,0.0,0.0,1,19.44164076594435
177.77777777777777,57.142857142857146,0.0,1,18.495067834822283
177.77777777777777,114.28571428571429,0.0,1,18.287917708617947
177.77777777777777,171.42857142857144,0.0,1,19.89120045283223
177.77777777777777,228.57142857142858,0.0,1,19.52516841948943
177.77777777777777,285.7142857142857,0.0,1,20.27951422091292
177.77777777777777,342.8571428571429,0.0,1,21.48368645844824
177.77777777777777,400.0,0.0,1,20.707407108565942
222.22222222222223,0.0,0.0,1,17.538630338674484
222.22222222222223,57.142857142857146,0.0,1,18.600660526462946
222.22222222222223,114.28571428571429,0.0,1,17.0978778751821
222.22222222222223,171.42857142857144,0.0,1,18.359004802461726
222.22222222222223,228.57142857142858,0.0,1,18.97410001476871
222.22222222222223,285.7142857142857,0.0,1,19.731471958873765
222.22222222222223,342.8571428571429,0.0,1,17.89447851222521
222.22222222222223,400.0,0.0,1,19.758970538791875
266.66666666666663,0.0,0.0,1,16.852958244863665
266.66666666666663,57.142857142857146,0.0,1,16.85886640994684
266.66666666666663,114.28571428571429,0.0,1,17.858141749368304
266.66666666666663,171.42857142857144,0.0,1,17.4429404409326
266.66666666666663,228.57142857142858,0.0,1,18.109133540516034
266.66666666666663,285.7142857142857,0.0,1,17.903399077970242
266.66666666666663,342.8571428571429,0.0,1,18.740063568647177
266.66666666666663,400.0,0.0,1,18.87449708882818
311.1111111111111,0.0,0.0,1,16.72774316990264
311.1111111111111,57.142857142857146,0.0,1,16.25605511667811
311.1111111111111,114.28571428571429,0.0,1,17.424357806155076
311.1111111111111,171.42857142857144,0.0,1,17.66544083530891
311.1111111111111,228.57142857142858,0.0,1,18.370408922264374
311.1111111111111,285.7142857142857,0.0,1,17.776115987290723
311.1111111111111,342.8571428571429,0.0,1,17.23436020212634
311.1111111111111,400.0,0.0,1,19.245196864811867
355.55555555555554,0.0,0.0,1,16.3999333284744
355.55555555555554,57.142857142857146,0.0,1,17.445205083098912
355.55555555555554,114.28571428571429,0.0,1,16.750978233410986
355.55555555555554,171.42857142857144,0.0,1,16.68816383519366
355.55555555555554,228.57142857142858,0.0,1,16.833328517658252
355.55555555555554,285.7142857142857,0.0,1,18.22742845703859
355.55555555555554,342.8571428571429,0.0,1,17.569802938445584
355.55555555555554,400.0,0.0,1,18.198066104327168
400.0,0.0,0.0,1,16.80671669281235
400.0,57.142857142857146,0.0,1,16.70303271973831
400.0,114.28571428571429,0.0,1,16.33067428200974
400.0,171.42857142857144,0.0,1,16.87637028646984
400.0,228.57142857142858,0.0,1,17.72981869126
400.0,285.7142857142857,0.0,1,17.698583906071608
400.0,342.8571428571429,0.0,1,19.0485013178464
400.0,400.0,0.0,1,18.54108338266689
0.0,0.0,0.0,2,28.31474556671174
0.0,57.142857142857146,0.0,2,28.421139072578764
0.0,114.28571428571429,0.0,2,29.32829178973925
0.0,171.42857142857144,0.0,2,28.837720746333016
0.0,228.57142857142858,0.0,2,28.848011060416752
0.0,285.7142857142857,0.0,2,29.468093003683855
0.0,342.8571428571429,0.0,2,30.17491735375755
0.0,400.0,0.0,2,29.971791465108684
44.44444444444444,0.0,0.0,2,29.878988374248472
44.44444444444444,57.142857142857146,0.0,2,30.500571458847958
44.44444444444444,114.28571428571429,0.0,2,31.380540529104056
