X,Y,Deaths
1364.703726496287,11.780066634939468,0
107.64203760444535,1512.9579402919144,1
440.71974554522274,155.15194039715286,0
368.7436213973394,979.9760753178275,0
351.8118021700607,608.7221935649126,1
1624.1890133115473,1681.644324352722,1
1846.6899960541127,1900.9517245001682,1
553.1487955942125,637.7491574687662,1
1639.5091231860042,1795.536577852515,1
1779.785386222372,675.0581012206844,1
1025.9409104590638,1624.224221027153,3
489.92920213759294,1597.687196118228,0
1648.4831921948225,1310.570354022158,1
427.525926750191,457.4069095512108,0
1482.9341044694193,275.3489294845368,1
1259.8804091793615,848.7422778540225,0
1854.814517050334,303.0775060386137,2
463.81637721283766,1746.5458975761032,3
1598.2502572401659,358.25351497560297,0
1036.3300737054285,60.58932322465438,0
463.111249634135,1118.499354267331,0
331.80798648148914,857.612506704039,0
995.5779369955877,1717.1948431187084,0
1165.4492812306398,321.6627510579888,1
368.67597485695944,720.7073987836147,1
29.78983352046449,1281.0198736651607,0
942.2664577809217,1862.1586992235202,0
1456.4866563665232,523.6020441808662,0
1837.2009835470867,1376.196827163694,2
1251.068011470928,298.10530471072514,1
1834.2451450952046,1480.3099468421526,0
1729.3805021875496,586.3625660421192,2
436.28574649997586,487.49020914081467,0
1732.254861476486,459.6428756898341,1
1461.5038727425076,741.3023303351303,2
555.7305805978556,657.110174962295,2
1594.087106366929,1225.2833436363019,1
1730.443425687473,1089.430800383272,0
598.8757912749145,1499.2862097818174,0
1054.0841680605938,589.9085708520804,1
142.9736132467938,1921.1074567500607,2
1166.476820302116,1086.9655172002115,2
475.81279925923513,1358.8482968190349,2
1529.927292207297,1376.5184969853713,2
347.2632723508051,304.59558549866995,0
625.4845125015338,290.0489031026732,0
28.94895358013394,924.0876440995598,1
65.10384321317875,1043.8670668287527,0
993.403683590681,544.0895063223769,0
936.6250688531524,360.2418938881129,1
255.38064578495545,1007.842174384461,2
515.1250098190476,1319.27669681739,1
6.362218586623225,457.5089068445346,1
762.1354956316382,436.836461727468,3
1151.7461680739332,1909.7981179260305,0
854.5975425659003,1449.7858683284783,1
1670.204694617139,68.67369651729605,0
1232.9825028203795,1963.234068383265,0
532.1678240225496,16.992332583777305,2
1622.0442226361663,529.923763302582,1
998.9735006060345,1834.6483030692052,0
1517.6206420077356,160.77543277960604,1
1132.1781726534377,1709.4314084406558,1
874.8807231145181,289.35479474272665,0
792.3088888348468,358.4821554583346,1
44.470575839757664,1569.3469465984485,2
938.7015763359252,1790.8481132241889,0
1247.1168043162113,921.4686521445949,0
1892.226842021484,76.96736440444063,0
870.6521603309736,630.6105204250761,0
971.2828061599943,30.586499384825494,0
1038.230287958991,698.347370262203,2
817.1819599842319,1318.6200377739365,3
1157.5914377024944,530.4322643867052,1
140.70134655145063,1304.0376768818894,1
976.7676624064478,1854.960393247048,1
1220.2896566034647,932.2775171688684,1
1487.7582146393129,414.219121331066,1
859.6606408684933,1845.4284892795554,1
605.6042654447687,1891.713221885197,1
434.09957586264085,413.5385821879044,19
418.9782265877085,505.6770371376381,9
423.3459270603789,298.2221408685066,11
488.0725331029504,474.59813413768296,3
321.16394097900445,466.09700736606953,8
418.23220991453604,424.5233008460408,22
320.7298036491441,386.4229911952358,15
401.213022647531,434.3993273199573,26
418.4265480131346,465.59222066025507,11
380.44808283665844,202.10311807001253,1
472.78087070836676,294.6423851630113,5
459.11770279730655,313.60323933953936,12
488.7203345538386,409.87842013202663,12
443.23335029262836,456.4848577940014,15
321.60579703111284,455.11036226298893,10
361.51045038910945,367.68373925680896,26
378.1377381054477,444.49743203720647,22
381.4333247552813,359.96455535441135,26
505.8511258849955,344.0403525535479,7
372.5433054309943,423.37965344359475,20
481.4484276197072,307.185682418523,6
527.9696036766069,524.5816576939175,1
414.47735076176224,335.5729036712537,10
1374.8759307122639,536.3300693605596,15
1366.5952476393093,548.434132092914,14
1399.0005082812154,639.4301682871029,19
1334.6939688372079,533.6921032158623,10
1410.049178685846,537.0828691559657,12
1444.2808093589174,658.1985916248661,7
1395.6644886209365,632.5784199906949,24
1329.4939687633314,628.4503165136518,11
1445.3576005698535,652.0430879975668,11
1334.4079864918579,565.2770947941392,13
1361.6649943489492,506.71962254605194,9
1457.6244804661437,635.6744873771767,18
1402.0836596386887,608.3210537700429,20
1327.8791887834457,705.7465249443047,3
1308.5802321085678,621.724636531143,13
1316.5938399477493,616.939851598047,6
1292.1811253524947,625.3494176492321,7
637.8818195063469,1568.5229590227764,1
845.1512309063835,1476.3444980156698,22
851.3806799977475,1479.9199178672898,12
874.0042869961538,1612.6749440602543,1
810.281902033133,1438.6872611646404,11
786.8834339097648,1469.146026738671,17
893.7903877061749,1542.6739384069715,8
728.4352047413568,1539.2090322435631,9
806.411176648587,1545.1080678916132,16
673.8714465778198,1502.7280375790801,1
749.2810335670151,1481.217835409757,8
823.7386287316764,1541.3176061235126,15
782.5739417774804,1474.7529244011782,18
875.461426173527,1392.8229978542997,2
687.8400122648351,1570.3636930158934,4
854.585935239092,1451.740644292592,10
1472.0790241109703,1654.7941273300733,3
1546.0562070488706,1594.7530380270593,15
1610.7856242020855,1599.000297414084,26
1689.2711273159814,1548.3539366037687,8
1677.9630472506112,1597.890911448147,15
1557.6229967230847,1459.7709195758446,4
1609.9070382574846,1559.3399220617212,17
1528.6345239323236,1560.7390361602672,12
1548.675958482661,1689.932492567915,6
1688.2012731860852,1610.5575533581766,12
1686.9726506702095,1542.518619868864,9
